TicketID,CustID,OrderID,ProductName,ProductCategory,CustFirstName,CustPhone,Status,IssueCategory,Issue,DateOpened,DateClosed,HoursTaken,FirstResponseTime,Replies,CustomerSatisfaction(%)
440,337,933,a,Clothing,Jasmin,+1 410 415 8532,Open,Part missing,Ut tellus.,25:00.0,,,15,,
441,326,999,eget tincidunt,Home & Kitchen,Timi,+1 260 227 9556,Open,Received the wrong product,Praesent lectus.,40:00.0,12:00.0,18.53,38,,
442,294,645,tempor,Sports & Outdoors,Lamond,+1 256 110 4739,Open,Other,Etiam faucibus cursus urna. Ut tellus.,22:00.0,24:00.0,22.03,42,,
443,143,484,congue etiam justo,Clothing,Claribel,+1 571 420 1923,Open,Different from product description,Etiam justo. Etiam pretium iaculis justo.,13:00.0,26:00.0,65.21,16,,
444,758,143,blandit,Health,Chandra,+1 801 248 4859,Open,Received the wrong product,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",25:00.0,32:00.0,52.12,39,,
445,305,475,ac,Household & Baby Care,Clemence,+1 405 931 9785,Open,Different from product description,Vivamus vel nulla eget eros elementum pellentesque.,36:00.0,23:00.0,9.78,25,,
446,406,265,rutrum ac lobortis,Computers,Hal,+1 713 402 6730,Open,Part missing,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",10:00.0,37:00.0,61.44,20,,
447,346,760,amet consectetuer,Toys & Games,Johnny,+1 916 815 4748,Open,Part missing,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",39:00.0,46:00.0,37.11,39,,
448,393,639,adipiscing molestie hendrerit,Appliances,Greer,+1 301 103 5176,Open,Received the wrong product,Nam nulla.,38:00.0,24:00.0,52.78,8,,
449,672,221,odio donec vitae,Computers,Jennie,+1 410 547 6460,Open,Other,Donec dapibus.,45:00.0,39:00.0,20.9,25,,
450,697,712,accumsan odio,Toys & Games,Pietrek,+1 208 527 2054,Open,Received the wrong product,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",38:00.0,14:00.0,54.6,35,,
451,664,374,dui proin leo,Household & Baby Care,Kayne,+1 602 738 0836,Open,Other,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,47:00.0,27:00.0,22.68,18,,
452,909,273,in est,Books,Aldous,+1 952 557 0694,Open,Damaged product,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",56:00.0,54:00.0,51.97,21,,
453,714,497,leo odio condimentum,Electronics,Tonya,+1 330 351 0781,Open,Received the wrong product,Vestibulum ac est lacinia nisi venenatis tristique.,59:00.0,53:00.0,70.91,29,,
454,496,622,at nulla,Beauty & Personal Care,Carlyle,+1 229 796 3689,Open,Info,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",13:00.0,02:00.0,61.83,7,,
455,134,875,elit proin interdum,Garden & Outdoor,Giacobo,+1 706 527 7244,Open,Info,Praesent blandit. Nam nulla.,57:00.0,29:00.0,11.53,7,,
456,516,851,sit amet,Electronics,Ian,+1 602 525 4046,Closed,Info,Duis bibendum. Morbi non quam nec dui luctus rutrum.,43:00.0,15:00.0,28.53,13,,
457,301,11,morbi vestibulum,Clothing,Kleon,+1 402 406 6055,Open,Damaged product,Suspendisse accumsan tortor quis turpis.,05:00.0,48:00.0,55.71,31,,
458,887,931,auctor,Computers,Sylvester,+1 646 256 7407,Open,Damaged product,Duis bibendum. Morbi non quam nec dui luctus rutrum.,42:00.0,16:00.0,47.57,39,,
459,246,721,pede ac diam,Clothing,Winnie,+1 617 979 0013,Open,Different from product description,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",09:00.0,51:00.0,48.69,17,,
460,77,377,lobortis convallis tortor,Grocery & Gourmet Food,Rouvin,+1 832 477 1482,Closed,Info,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.,08:00.0,18:00.0,23.17,29,,
461,815,62,in hac,Industrial & Scientific,Tobe,+1 702 141 1975,Open,Other,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",13:00.0,36:00.0,51.39,25,,
462,945,167,maecenas,Household & Baby Care,Nestor,+1 601 539 9064,Open,Part missing,Donec posuere metus vitae ipsum.,56:00.0,32:00.0,25.6,44,,
463,752,125,nisl duis ac,Garden & Outdoor,Andrew,+1 607 938 3481,Open,Other,Morbi quis tortor id nulla ultrices aliquet.,21:00.0,51:00.0,2.5,12,,
464,164,954,sed,Garden & Outdoor,Marrilee,+1 202 345 7883,Closed,Info,Proin eu mi.,53:00.0,59:00.0,31.09,33,,
465,984,341,tempus vel pede,Garden & Outdoor,Elroy,+1 916 642 9344,Closed,Part missing,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",25:00.0,12:00.0,32.78,23,,
466,370,761,et,Household & Baby Care,Matti,+1 863 786 8365,Open,Part missing,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",40:00.0,32:00.0,36.87,10,,
467,957,581,pellentesque,Sports & Outdoors,Harman,+1 608 311 2306,Closed,Part missing,Morbi non quam nec dui luctus rutrum.,05:00.0,34:00.0,19.49,29,,
468,91,873,vitae nisi nam,Home & Kitchen,Aimil,+1 501 584 8188,Open,Received the wrong product,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,48:00.0,55:00.0,40.1,6,,
469,378,101,non,Household & Baby Care,Charley,+1 240 115 9636,Open,Received the wrong product,Cras in purus eu magna vulputate luctus.,16:00.0,44:00.0,8.46,12,,
470,524,975,phasellus,Home & Kitchen,Vail,+1 515 181 8076,Closed,Received the wrong product,In hac habitasse platea dictumst.,17:00.0,57:00.0,6.66,42,,
471,22,367,et magnis dis,Household & Baby Care,Lacie,+1 213 725 8450,Open,Info,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,05:00.0,21:00.0,54.27,5,,
472,606,408,nam nulla,Grocery & Gourmet Food,Ambrosio,+1 217 927 3077,Open,Part missing,Praesent blandit.,12:00.0,15:00.0,55.04,16,,
473,854,450,pellentesque,Health,Franchot,+1 304 132 6443,Open,Info,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",30:00.0,26:00.0,1.92,24,,
474,491,575,adipiscing,Computers,Nessa,+1 512 559 9275,Open,Received the wrong product,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,52:00.0,26:00.0,43.58,39,,
475,829,462,aenean,Sports & Outdoors,Hayes,+1 215 803 6256,Open,Part missing,Aliquam non mauris.,50:00.0,16:00.0,59.44,41,,
476,626,479,est et,Industrial & Scientific,Judy,+1 608 730 8889,Open,Damaged product,Duis at velit eu est congue elementum.,44:00.0,22:00.0,2.64,41,,
477,774,993,rutrum at,Computers,Jacquenetta,+1 847 358 0340,Open,Part missing,Pellentesque at nulla. Suspendisse potenti.,39:00.0,47:00.0,9.14,39,,
478,677,327,luctus et ultrices,Clothing,Appolonia,+1 772 374 9801,Open,Damaged product,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",03:00.0,51:00.0,39.81,38,,
479,27,208,natoque penatibus et,Grocery & Gourmet Food,Harmonia,+1 229 189 0536,Open,Part missing,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",57:00.0,56:00.0,12.97,19,,
480,896,930,ligula pellentesque,Grocery & Gourmet Food,Garrot,+1 213 675 1005,Open,Part missing,Maecenas pulvinar lobortis est.,37:00.0,05:00.0,8.46,14,,
481,790,399,amet turpis,Grocery & Gourmet Food,Minni,+1 415 322 3152,Open,Part missing,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",51:00.0,58:00.0,12.13,39,,
482,71,927,imperdiet nullam,Household & Baby Care,Penni,+1 419 134 5509,Open,Received the wrong product,Quisque id justo sit amet sapien dignissim vestibulum.,19:00.0,19:00.0,23.01,35,,
483,676,990,at velit,Household & Baby Care,Debbie,+1 405 407 1642,Closed,Different from product description,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",57:00.0,52:00.0,62.91,30,,
484,843,185,ultrices,Sports & Outdoors,Dorey,+1 720 867 3990,Open,Part missing,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",58:00.0,15:00.0,66.29,31,,
485,381,75,morbi,Appliances,Errick,+1 505 301 7543,Open,Info,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,43:00.0,28:00.0,12.75,33,,
486,929,834,nisl nunc rhoncus,Electronics,Alejandro,+1 808 987 5826,Open,Received the wrong product,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,07:00.0,35:00.0,43.47,31,,
487,386,929,gravida nisi at,Garden & Outdoor,Scot,+1 801 361 5698,Open,Part missing,Nam dui.,04:00.0,06:00.0,6.03,44,,
488,38,509,nisl nunc,Industrial & Scientific,Hughie,+1 336 581 5717,Closed,Damaged product,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,31:00.0,59:00.0,24.48,24,,
489,785,939,augue aliquam erat,Cell Phones & Accessories,Ike,+1 304 435 7726,Open,Info,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,10:00.0,31:00.0,1.34,28,,
490,197,274,sit amet consectetuer,Shoes and Jewelry,Luella,+1 301 955 9934,Closed,Damaged product,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,50:00.0,03:00.0,39.22,39,,
491,817,566,a suscipit nulla,Toys & Games,Claiborne,+1 334 623 6957,Open,Part missing,Nulla justo.,06:00.0,48:00.0,44.69,9,,
492,541,540,pede libero quis,Health,Gardner,+1 419 459 8445,Open,Part missing,Sed ante. Vivamus tortor.,45:00.0,54:00.0,1.15,40,,
493,322,555,tempor,Toys & Games,Blondell,+1 254 472 9822,Open,Other,Pellentesque at nulla. Suspendisse potenti.,04:00.0,58:00.0,26.91,39,,
494,865,602,metus sapien,Industrial & Scientific,Angelita,+1 949 478 5831,Open,Received the wrong product,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,39:00.0,13:00.0,50.57,23,,
495,926,434,sit amet consectetuer,Shoes and Jewelry,Fae,+1 530 223 1520,Open,Info,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",16:00.0,03:00.0,48.78,23,,
496,729,157,duis,Beauty & Personal Care,Quintana,+1 405 494 8544,Open,Damaged product,Praesent lectus.,17:00.0,55:00.0,39.63,39,,
497,500,129,suspendisse,Health,Ralf,+1 623 412 5969,Open,Info,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",29:00.0,27:00.0,53.97,43,,
498,800,49,augue vel,Cell Phones & Accessories,Currey,+1 516 736 3297,Open,Different from product description,Nulla suscipit ligula in lacus.,37:00.0,25:00.0,31.81,32,,
499,819,863,non quam,Garden & Outdoor,Berrie,+1 828 164 2430,Open,Part missing,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,09:00.0,13:00.0,47.07,9,,
500,45,747,dui luctus rutrum,Grocery & Gourmet Food,Walsh,+1 727 482 1681,Open,Info,Nullam varius.,50:00.0,29:00.0,42.64,43,,
501,303,800,in congue,Home & Kitchen,Bud,+1 859 455 0824,Open,Part missing,Nulla tellus. In sagittis dui vel nisl.,49:00.0,08:00.0,18.31,8,,
502,512,865,tincidunt in,Household & Baby Care,Angelico,+1 310 722 7979,Closed,Other,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",57:00.0,39:00.0,55.7,10,,
503,845,318,morbi quis tortor,Home & Kitchen,Theo,+1 859 205 9677,Open,Other,Nullam molestie nibh in lectus.,34:00.0,47:00.0,56.23,28,,
504,453,330,vel,Appliances,Neila,+1 304 382 8609,Closed,Different from product description,Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,42:00.0,29:00.0,63.79,27,,
505,644,390,iaculis congue vivamus,Clothing,Douglass,+1 478 152 9175,Open,Damaged product,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,13:00.0,00:00.0,9.8,38,,
506,737,27,erat,Home & Kitchen,Ginnifer,+1 585 142 7959,Open,Info,Curabitur convallis.,31:00.0,46:00.0,31.24,11,,
507,747,973,nonummy maecenas,Grocery & Gourmet Food,Shermie,+1 352 424 0704,Closed,Part missing,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",13:00.0,07:00.0,63.91,44,,
508,314,419,quam,Health,Hadley,+1 504 957 9678,Open,Different from product description,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,47:00.0,02:00.0,52.25,32,,
509,923,220,risus auctor,Electronics,Tadd,+1 203 219 5527,Open,Other,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",38:00.0,48:00.0,47.17,17,,
510,128,780,eget eros elementum,Health,Frans,+1 813 185 6005,Open,Damaged product,Vivamus vel nulla eget eros elementum pellentesque.,33:00.0,33:00.0,9.01,16,,
511,993,241,dui luctus,Household & Baby Care,Bartlet,+1 518 684 2729,Open,Received the wrong product,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",36:00.0,10:00.0,70.56,34,,
512,717,335,etiam,Sports & Outdoors,Darnall,+1 559 584 6110,Open,Received the wrong product,Aliquam quis turpis eget elit sodales scelerisque.,24:00.0,37:00.0,41.22,42,,
513,77,11,felis eu,Household & Baby Care,Rouvin,+1 832 477 1482,Open,Different from product description,In congue. Etiam justo.,01:00.0,09:00.0,40.13,36,,
514,715,954,leo,Garden & Outdoor,Karlik,+1 601 507 3479,Closed,Received the wrong product,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",41:00.0,34:00.0,41.89,43,,
515,470,184,libero ut,Home & Kitchen,Leslie,+1 217 436 4226,Open,Damaged product,Donec ut dolor.,57:00.0,31:00.0,63.57,38,,
516,61,704,dis,Home & Kitchen,Kittie,+1 954 209 6072,Open,Different from product description,Curabitur at ipsum ac tellus semper interdum.,47:00.0,43:00.0,28.94,42,,
517,793,488,eget elit sodales,Toys & Games,Jody,+1 303 734 5608,Open,Received the wrong product,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",31:00.0,41:00.0,22.16,31,,
518,555,256,vivamus,Books,Daven,+1 817 635 8167,Open,Received the wrong product,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",20:00.0,47:00.0,25.45,25,,
519,447,578,at turpis donec,Shoes and Jewelry,Sephira,+1 208 715 1168,Open,Part missing,In hac habitasse platea dictumst.,47:00.0,40:00.0,28.89,35,,
520,42,573,quisque arcu libero,Garden & Outdoor,Enrico,+1 518 737 8573,Open,Part missing,Etiam vel augue. Vestibulum rutrum rutrum neque.,51:00.0,26:00.0,41.58,18,,
521,442,19,cras,Toys & Games,Ron,+1 202 263 7803,Open,Other,Aenean lectus.,22:00.0,11:00.0,43.82,23,,
522,789,392,odio porttitor,Beauty & Personal Care,Reagan,+1 281 767 3551,Open,Other,Aenean fermentum.,52:00.0,38:00.0,57.76,19,,
523,432,28,nisi eu orci,Sports & Outdoors,Malory,+1 315 199 2092,Open,Damaged product,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",14:00.0,03:00.0,10.81,28,,
524,618,527,fringilla rhoncus,Sports & Outdoors,Grange,+1 760 397 8153,Open,Other,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,33:00.0,37:00.0,57.07,17,,
525,232,933,cursus id,Grocery & Gourmet Food,Lorena,+1 812 851 7635,Open,Different from product description,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,43:00.0,12:00.0,36.47,24,,
526,346,611,aliquam,Clothing,Johnny,+1 916 815 4748,Open,Received the wrong product,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",09:00.0,06:00.0,14.95,19,,
527,926,897,blandit,Health,Fae,+1 530 223 1520,Open,Other,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",26:00.0,21:00.0,5.92,22,,
528,814,395,vestibulum vestibulum ante,Sports & Outdoors,Taite,+1 812 779 3621,Open,Part missing,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",12:00.0,19:00.0,36.11,22,,
529,561,261,nam nulla,Computers,Faye,+1 651 998 6335,Open,Info,Nunc purus.,11:00.0,18:00.0,69.12,14,,
530,63,485,nulla nunc purus,Grocery & Gourmet Food,Oliy,+1 615 727 0639,Open,Different from product description,Pellentesque ultrices mattis odio.,47:00.0,23:00.0,30.59,35,,
531,2,78,in,Electronics,Vinny,+1 773 415 1295,Closed,Info,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",36:00.0,01:00.0,43.42,22,,
532,678,283,et,Clothing,Bertine,+1 585 708 3706,Open,Received the wrong product,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,56:00.0,31:00.0,49.59,37,,
533,500,523,nulla dapibus,Toys & Games,Ralf,+1 623 412 5969,Closed,Other,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",33:00.0,33:00.0,34.01,19,,
534,709,708,turpis eget elit,Books,Sandy,+1 516 943 6431,Open,Different from product description,Aliquam non mauris.,27:00.0,21:00.0,9.89,35,,
535,838,326,nibh quisque,Beauty & Personal Care,Monti,+1 910 722 5490,Open,Damaged product,In sagittis dui vel nisl.,13:00.0,00:00.0,4.78,15,,
536,231,406,quisque,Computers,Ravi,+1 316 812 9912,Open,Other,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,52:00.0,23:00.0,47.51,18,,
537,943,46,justo maecenas,Appliances,Courtnay,+1 605 258 6179,Open,Damaged product,Integer a nibh. In quis justo.,06:00.0,57:00.0,61.86,20,,
538,607,448,ultrices phasellus id,Household & Baby Care,Ashleigh,+1 203 201 5477,Closed,Damaged product,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,57:00.0,02:00.0,32.09,17,,
539,977,570,odio odio elementum,Electronics,Loni,+1 319 166 9045,Open,Info,Mauris ullamcorper purus sit amet nulla.,26:00.0,45:00.0,4.31,16,,
540,769,580,a pede posuere,Home & Kitchen,Burton,+1 323 142 2694,Open,Info,Etiam pretium iaculis justo.,50:00.0,,,23,,
541,716,982,ipsum primis in,Industrial & Scientific,Diego,+1 317 600 4880,Closed,Different from product description,"Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",08:00.0,27:00.0,23.31,20,,
542,364,52,non,Computers,Ruperto,+1 540 646 3358,Closed,Damaged product,Ut at dolor quis odio consequat varius.,34:00.0,12:00.0,24.64,32,,
543,294,118,lacus morbi,Appliances,Lamond,+1 256 110 4739,Closed,Damaged product,Aliquam non mauris. Morbi non lectus.,17:00.0,05:00.0,2.8,35,,
544,490,655,tristique,Home & Kitchen,Ame,+1 405 771 6030,Open,Info,Aenean fermentum. Donec ut mauris eget massa tempor convallis.,10:00.0,30:00.0,25.33,13,,
545,545,169,aliquet ultrices erat,Electronics,Carmelia,+1 314 293 4682,Open,Other,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",41:00.0,05:00.0,63.4,38,,
546,794,686,natoque penatibus et,Shoes and Jewelry,Lettie,+1 817 267 6693,Closed,Other,Cras pellentesque volutpat dui.,00:00.0,21:00.0,39.34,33,,
547,756,566,hendrerit at vulputate,Clothing,Mallory,+1 501 787 1054,Open,Received the wrong product,Nunc rhoncus dui vel sem. Sed sagittis.,39:00.0,57:00.0,63.29,9,,
548,238,352,viverra pede,Beauty & Personal Care,Jobina,+1 518 652 8515,Open,Other,Praesent id massa id nisl venenatis lacinia.,05:00.0,13:00.0,70.14,43,,
549,700,215,quam fringilla rhoncus,Garden & Outdoor,Page,+1 361 182 9887,Closed,Other,Nulla nisl. Nunc nisl.,54:00.0,18:00.0,20.4,22,,
550,466,250,ac tellus,Computers,Jessika,+1 502 973 0948,Open,Different from product description,In hac habitasse platea dictumst. Etiam faucibus cursus urna.,03:00.0,,,12,,
551,346,738,a pede posuere,Home & Kitchen,Johnny,+1 916 815 4748,Open,Other,Nullam molestie nibh in lectus.,31:00.0,19:00.0,18.8,19,,
552,500,522,condimentum neque,Toys & Games,Ralf,+1 623 412 5969,Open,Other,Nullam varius. Nulla facilisi.,43:00.0,12:00.0,25.48,11,,
553,815,823,curabitur convallis duis,Garden & Outdoor,Tobe,+1 702 141 1975,Open,Other,Curabitur in libero ut massa volutpat convallis.,20:00.0,19:00.0,8.97,16,,
554,193,235,et tempus,Household & Baby Care,Gnni,+1 361 922 9459,Closed,Info,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",34:00.0,53:00.0,11.32,16,,
555,670,927,ut at,Clothing,Dyane,+1 612 284 7794,Open,Info,Sed ante.,32:00.0,31:00.0,15.99,36,,
556,353,17,rutrum at,Computers,Erna,+1 202 809 0380,Closed,Damaged product,Duis at velit eu est congue elementum.,51:00.0,39:00.0,10.81,14,,
557,867,914,pede malesuada,Books,Madelaine,+1 337 988 0423,Open,Info,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",47:00.0,43:00.0,28.93,29,,
558,936,676,rhoncus,Sports & Outdoors,Muffin,+1 571 357 5831,Open,Other,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,50:00.0,05:00.0,35.25,40,,
559,91,903,aliquet at feugiat,Health,Aimil,+1 501 584 8188,Closed,Received the wrong product,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",32:00.0,06:00.0,17.56,20,,
560,75,568,congue diam,Appliances,Felizio,+1 863 394 6972,Open,Received the wrong product,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",24:00.0,36:00.0,64.19,10,,
561,67,135,consectetuer adipiscing elit,Clothing,Shirley,+1 301 838 5677,Open,Received the wrong product,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",06:00.0,26:00.0,10.33,25,,
562,119,526,morbi vel,Health,Peyton,+1 443 940 5771,Open,Different from product description,Vestibulum ac est lacinia nisi venenatis tristique.,47:00.0,14:00.0,64.45,9,,
563,301,178,sem,Shoes and Jewelry,Kleon,+1 402 406 6055,Open,Received the wrong product,Ut tellus.,53:00.0,00:00.0,38.12,24,,
564,717,841,felis sed interdum,Cell Phones & Accessories,Darnall,+1 559 584 6110,Open,Info,In eleifend quam a odio.,54:00.0,47:00.0,19.89,22,,
565,546,92,platea dictumst,Health,Jannelle,+1 410 785 4007,Open,Info,Etiam justo.,11:00.0,51:00.0,10.66,29,,
566,488,123,penatibus et magnis,Appliances,Farrel,+1 717 648 1658,Open,Damaged product,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,40:00.0,03:00.0,43.38,20,,
567,177,764,pulvinar sed,Beauty & Personal Care,Iggy,+1 918 999 9745,Open,Info,Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,19:00.0,15:00.0,35.93,33,,
568,762,844,pellentesque,Shoes and Jewelry,Ingra,+1 512 645 0588,Open,Damaged product,Donec ut dolor.,37:00.0,53:00.0,47.27,38,,
569,361,107,convallis nunc,Books,Jolene,+1 701 180 0616,Open,Info,In hac habitasse platea dictumst.,37:00.0,10:00.0,52.55,17,,
570,471,836,massa tempor,Shoes and Jewelry,Richy,+1 212 544 1344,Open,Info,Etiam faucibus cursus urna. Ut tellus.,33:00.0,09:00.0,16.59,19,,
571,728,81,odio odio elementum,Electronics,Nanette,+1 914 635 7744,Open,Different from product description,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",02:00.0,35:00.0,5.56,15,,
572,737,313,vel,Appliances,Ginnifer,+1 585 142 7959,Open,Damaged product,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",18:00.0,59:00.0,70.68,41,,
573,753,758,tempus vivamus in,Appliances,Hanni,+1 850 194 6593,Open,Other,Sed accumsan felis. Ut at dolor quis odio consequat varius.,28:00.0,36:00.0,32.13,26,,
574,307,790,aliquet,Garden & Outdoor,Jeramey,+1 402 453 5416,Closed,Different from product description,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",14:00.0,33:00.0,58.32,44,,
575,430,600,tempor,Beauty & Personal Care,Fabian,+1 901 424 3606,Closed,Info,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",17:00.0,13:00.0,71.93,8,,
576,909,395,ac tellus,Computers,Aldous,+1 952 557 0694,Open,Different from product description,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",10:00.0,44:00.0,27.57,26,,
577,583,629,posuere,Grocery & Gourmet Food,Roxine,+1 770 582 0291,Open,Damaged product,Morbi ut odio.,42:00.0,53:00.0,2.18,42,,
578,248,998,ut,Computers,Iggie,+1 832 915 4964,Open,Damaged product,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",51:00.0,19:00.0,6.46,13,,
579,552,83,tristique,Home & Kitchen,Teena,+1 713 992 8467,Closed,Damaged product,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,44:00.0,57:00.0,34.21,44,,
580,869,812,tincidunt,Toys & Games,Kris,+1 314 801 6139,Open,Info,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",36:00.0,45:00.0,13.15,22,,
581,710,525,vestibulum,Household & Baby Care,Eleni,+1 904 867 6857,Closed,Different from product description,Nunc nisl.,39:00.0,20:00.0,47.69,25,,
582,556,806,non,Toys & Games,Saleem,+1 616 656 9715,Closed,Info,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,00:00.0,41:00.0,38.69,42,,
583,575,332,vestibulum ac est,Sports & Outdoors,Morena,+1 661 952 7054,Open,Info,Pellentesque viverra pede ac diam.,49:00.0,37:00.0,44.8,8,,
584,763,130,libero,Cell Phones & Accessories,Demetri,+1 434 570 3560,Open,Received the wrong product,Aenean sit amet justo. Morbi ut odio.,55:00.0,36:00.0,68.69,13,,
